country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Togo,0.0000016,0.0000047,0.0000269,0.0722,0.0407,0.022,0.00589,0.0016,0.000757,0.000772,0.000815,0.00086,0.00201,0.00199,0.00198,0.00911,0.00474,0.0038,0.00275,0.00294,0.00285,0.00271,0.00232,0.00148,0.0013,0.0012,0.00111,0.00105,0.00102,0.000994
Tonga,0,0,0,0,0,0,0.0000312,0.000031,0.0000206,0.0000205,0.0000306,0.0000102,0.0000808,0.00012,0.0000499,0.0000396,0.000059,0.0000487,0.0000677,0.0000481,0.0000577,0.0000966,0.000126,0.000177,0.000218,0.000238,0.000267,0.000333,0.00032,0.000316
Trinidad and Tobago,0.0000008,0.0000008,0.0000008,0.0000008,0.0000104,0.0000112,0.0000127,0.0000167,0.0000206,0.0000198,0.0000189,0.0000126,0.0000274,0.0000296,0.0000318,0.0000486,0.000118,0.000161,0.000176,0.000182,0.000192,0.000222,0.000248,0.000248,0.000272,0.000269,0.000214,0.000224,0.000232,0.00022
Tunisia,0.0000051,0.0000075,0.00001,0.0000118,0.0000236,0.0000365,0.0000438,0.0000743,0.000098,0.000129,0.000124,0.00014,0.000258,0.000258,0.000251,0.00031,0.000279,0.000243,0.000226,0.000215,0.000204,0.000182,0.000178,0.000124,0.000134,0.00014,0.00015,0.000158,0.000173,0.000177
Turkey,0.000102,0.000118,0.000181,0.000296,0.000502,0.000767,0.000847,0.000784,0.000734,0.000707,0.000746,0.000734,0.00297,0.0028,0.00261,0.00251,0.0033,0.00319,0.00304,0.00205,0.00203,0.0019,0.00181,0.000877,0.000827,0.000758,0.000726,0.000756,0.000837,0.000998
Turkmenistan,0,0,0,0,0.0000017,0.0000112,0.000685,0.00073,0.000354,0.000235,0.0000664,0.0000679,0.000174,0.00018,0.000173,0.000173,0.000144,0.000139,0.000149,0.000148,0.000145,0.00014,0.000137,0.0000967,0.0000885,0.0000818,0.0000666,0.0000591,0.0000788,0.0000809
Tuvalu,0,0,0,0,0,0.000323,0.000322,0.000322,0.000321,0.000321,0.000319,0.000316,0.000313,0.000308,0.000304,0,0.000296,0.000196,0.000194,0,0,0.0000941,0.0000931,0.000184,0.000182,0.00018,0.000178,0,0.000174,0.000172
Uganda,0.00339,0.00219,0.00175,0.00174,0.00159,0.00118,0.00135,0.00255,0.000597,0.000607,0.00137,0.00165,0.00161,0.00136,0.00119,0.00124,0.000761,0.000724,0.000248,0.00024,0.000199,0.00017,0.000162,0.000229,0.000195,0.000165,0.000157,0.000155,0.000165,0.000169
Ukraine,0,0,0.0000007,0.0000026,0.0000179,0.0000334,0.000121,0.000126,0.0000924,0.000248,0.000395,0.000552,0.00178,0.00198,0.0019,0.0018,0.00137,0.00056,0.000616,0.000533,0.000548,0.000556,0.000556,0.000114,0.00527,0.00716,0.00535,0.00314,0.00211,0.00136
United Arab Emirates,0,0,0,0,0,0,0,0.0000015,0.0000025,0.0000024,0.0000048,0.0000055,0.0000089,0.0000054,0.0000175,0.0000065,0.00005,0.0000499,0.0000361,0.0000523,0.0000496,0.0000543,0.0000639,0.0000098,0.0000098,0.0000107,0.000012,0.0000139,0.0000184,0.0000166
United Kingdom,0,0,0,0,0.0000019,0.0000013,0.0000013,0.0000014,0.0000016,0.0000018,0.0000019,0.0000018,0.0000028,0.0000025,0.0000024,0.0000022,0.0000029,0.0000033,0.000003,0.0000025,0.0000024,0.0000023,0.0000024,0.0000022,0.0000022,0.000002,0.0000012,0.0000013,0.0000012,0.000001
United States,0,0,0,0,0.0000014,0.0000009,0.0000005,0.0000003,0.0000002,0.0000001,0.0000006,0.0000008,0.0000013,0.0000014,0.0000015,0.0000023,0.0000046,0.0000072,0.000007,0.0000077,0.0000098,0.0000121,0.0000142,0.000015,0.0000156,0.0000151,0.000001,0.0000009,0.000001,0.000001
Uruguay,0.000271,0.000192,0.000136,0.000051,0.000113,0.0000813,0.0000619,0.0000272,0.0000225,0.0000118,0.0000154,0.0000138,0.0000183,0.0000171,0.0000244,0.0000334,0.000049,0.0000591,0.0000596,0.0000561,0.0000554,0.0000546,0.0000506,0.0000434,0.0000365,0.0000267,0.0000079,0.000002,0.0000055,0.0000069
Uzbekistan,0,0,0,0.0000001,0.0013,0.0000063,0.003,0.00292,0.00215,0.00187,0.000146,0.000138,0.000271,0.000287,0.000279,0.000315,0.00034,0.000208,0.000228,0.000238,0.00031,0.000437,0.000394,0.000165,0.000158,0.000136,0.000122,0.000106,0.000101,0.0000979
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000042,0.0000041,0.000004,0.0000039,0.0000038,0.0000037,0.0000072,0,0.0000034,0.0000033
Venezuela,0,0,0.0000002,0.0000064,0.0000173,0.0000217,0.0000249,0.0000266,0.0000245,0.0000234,0.0000195,0.0000189,0.000021,0.0000234,0.0000483,0.000098,0.000143,0.000187,0.00021,0.000222,0.000236,0.000262,0.00028,0.000282,0.000267,0.000248,0.000253,0.000314,0.000729,0.00327
Vietnam,0.0073,0.00718,0.0073,0.0073,0.00732,0.00726,0.00681,0.00618,0.00557,0.00513,0.00464,0.00437,0.00458,0.00441,0.00421,0.00427,0.00442,0.00384,0.00381,0.0039,0.00385,0.0038,0.00375,0.00346,0.00342,0.00338,0.00352,0.00353,0.0035,0.00328
Yemen,0.0000007,0.0000059,0.0000024,0.0000029,0.0000105,0.0000247,0.0000746,0.000108,0.000118,0.00012,0.000121,0.000111,0.0000868,0.0000841,0.0000822,0.0000659,0.0000658,0.0000767,0.0000812,0.0000859,0.0000897,0.0000976,0.000106,0.0000966,0.000102,0.0006,0.000679,0.000844,0.00109,0.00125
Zambia,0.0000001,0.0000001,0.000236,0.000182,0.0000018,0.0000022,0.0000043,0.0000066,0.0000078,0.0000086,0.0000094,0.0000058,0.0000084,0.0000089,0.0000107,0.0000127,0.0000167,0.0000157,0.0000152,0.0000156,0.0000168,0.0000171,0.0000168,0.0000155,0.0000205,0.0000217,0.0000162,0.0000148,0.0000164,0.0000155
Zimbabwe,0.0000004,0.000012,0.0000008,0.0000015,0.0000037,0.0000032,0.0000029,0.0000033,0.0000036,0.0000036,0.0000092,0.0000216,0.000337,0.000598,0.000796,0.000932,0.00105,0.00117,0.00136,0.00179,0.0019,0.00194,0.00169,0.00148,0.00166,0.00154,0.00129,0.00122,0.00108,0.000725
